relative_path,source_split,source_class,target_class_id,target_class_name,status,reason,canonical_relative_path,bytes,width,height,format,mode,sha256,dhash
train_images/58.Aphis gossypii Glover/062.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/062.jpg,13600960,7360,4912,MPO,RGB,bc671e5deba9b3b5c4f291142d027668471224e527ffdcdcdad676b7fc0eb3d9,c4a45ec6f3dc8501
train_images/58.Aphis gossypii Glover/063.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/063.jpg,14081382,7360,4912,MPO,RGB,0b3c0dc989eeeb09d5b11aa77bf13a59fcd8d58a0f0d9707c9bf51a2446e4147,c0c00cc9f88ff1a0
train_images/58.Aphis gossypii Glover/064.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/064.jpg,14173614,7360,4912,MPO,RGB,0cee739f80834ddece98a1f7d2e4b87afd72ce433a88eb21d05937e5c5b08137,c080c015b3f0bee3
train_images/58.Aphis gossypii Glover/065.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/58.Aphis gossypii Glover/063.jpg,train_images/58.Aphis gossypii Glover/063.jpg,14047143,7360,4912,MPO,RGB,9681e3a40c9fa6f2c61a01e26777536cc686a2a7f0b118ca3d45908b46659d1d,c0800cc9f88ff1b0
train_images/58.Aphis gossypii Glover/066.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/066.jpg,13915805,7360,4912,MPO,RGB,d1c56257b0c57a0b73c0ab2ab4c45f16b1fff54b5fbc9c6a36ff9d3b9b59af94,e0c2d227e3f8eec3
train_images/58.Aphis gossypii Glover/067.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,14111299,,,,,,
train_images/58.Aphis gossypii Glover/068.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,14283327,,,,,,
train_images/58.Aphis gossypii Glover/069.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/069.jpg,1361819,2272,1704,JPEG,RGB,a4c98f11aa81af529e2cd51eca0e99a928fe697800dd00caf2471a022770c797,0f4e7979d3c5b0b2
train_images/58.Aphis gossypii Glover/070.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/070.jpg,1325310,2272,1704,JPEG,RGB,66e7ad0a0d6d3343bf2dd9456be9382f0901013215c534c5dc90305363cfba4a,9bb727c0c9cd4c26
train_images/58.Aphis gossypii Glover/071.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/071.jpg,1329422,2272,1704,JPEG,RGB,a1288c2ddf4e7a52d5dc5e0dd2aba07be1603f3f2defeec9466f38ebf11126eb,97276fc0c9494c26
train_images/58.Aphis gossypii Glover/072.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/072.jpg,1296933,2272,1704,JPEG,RGB,fc88d82a41d016e4e8f6f1b29abfe13e974a5fb819e3d484bee94929691657e9,9098d3e3f2dc0406
train_images/58.Aphis gossypii Glover/073.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,duplicate_or_near_duplicate:val_images/58.Aphis gossypii Glover/000.jpg,val_images/58.Aphis gossypii Glover/000.jpg,1193633,2272,1704,JPEG,RGB,8268171b17ec6e08642a309a6efc70264eff84dad6fb34868c2a4acb2d1931e8,1b132d1d8c385ad7
train_images/58.Aphis gossypii Glover/074.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/074.jpg,1237384,2272,1704,JPEG,RGB,7594124a6e2c8a0d7abbd732cc5b4ee9a63563d6e1db23c4ce25d90b215fdbac,4b92332161432606
train_images/58.Aphis gossypii Glover/075.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/075.jpg,437187,2272,1704,JPEG,RGB,777dbaea53397e1c84f9802ec6ecb78e338495ebc2afd040eac0c895aca3473e,cfaee7f36b64251b
train_images/58.Aphis gossypii Glover/076.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/076.jpg,221531,1089,739,JPEG,RGB,51c5251c66f56f69ade9a0c775904769a9c855defc6ec865460c5d30afdee22d,377659b3b2f3a168
train_images/58.Aphis gossypii Glover/077.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/077.jpg,2402486,3872,2592,JPEG,RGB,7b99b743e222f8a2d90c65de3ba09dca14029d9eeba83de71227b6e979ac1b6d,620b0b5f0b23364d
train_images/58.Aphis gossypii Glover/078.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/078.jpg,20383033,7360,4912,MPO,RGB,ce7c1876f38acb2daa887f4b3ff9270a1b9e93dfcbad91808a5fb3b534075acb,3e3e3e5c0cb6b276
train_images/58.Aphis gossypii Glover/079.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,19884156,,,,,,
train_images/58.Aphis gossypii Glover/080.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/080.jpg,19777639,7360,4912,MPO,RGB,2a029e0604459020c1fec8866a4933bba74a1e4814cc408acc17db1d1a2b9152,85c66fe5e061e8e8
train_images/58.Aphis gossypii Glover/081.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/081.jpg,20508399,7360,4912,MPO,RGB,3dc25d53f148dc3578462874326ba7572ae64f672c525b7fee03232b927b0a89,030313130b6a0c22
train_images/58.Aphis gossypii Glover/082.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/082.jpg,20441723,7360,4912,MPO,RGB,3b543f800cbf6eb1950e936ba08a7771e2fa3a39093e0e85c37ed5cd26e4e485,070303134b6a0c64
train_images/58.Aphis gossypii Glover/083.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/083.jpg,20057093,7360,4912,MPO,RGB,8ae8491b909fce88a7474cdc92e23215de50cbd6368f9f35daa0a231371a064b,30322b8bdbdaa13e
train_images/58.Aphis gossypii Glover/084.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/084.jpg,20006204,7360,4912,MPO,RGB,8b59150ce0b216a86e145e0365f45aacb15eb492f76aace9c6efd067d5aa273c,30360b8bdbdaa93a
train_images/58.Aphis gossypii Glover/085.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/085.jpg,19972303,7360,4912,MPO,RGB,e0a120dca1bdcecc131ad926c8963d4f8235fc181600a731fff514e156c10f53,c6861cdec7e3d3c6
train_images/58.Aphis gossypii Glover/086.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,20069752,,,,,,
train_images/58.Aphis gossypii Glover/087.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/087.jpg,20679202,7360,4912,MPO,RGB,a1e07b0623f5fb5b41b206cc01c53c81870855d4187c58fa71b3ec92e489a7f2,e0c2c24b4d63c2f6
train_images/58.Aphis gossypii Glover/088.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/088.jpg,20295538,7360,4912,MPO,RGB,d0cc2be04af34a91e40313844ef1ef015e18c40f6c1acef643dc6bb90cfef538,f0f0f0484c36d2b6
train_images/58.Aphis gossypii Glover/089.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/089.jpg,20681467,7360,4912,MPO,RGB,ddf8c0fffbce81b44fcd8d2e4b138e4b481bb27eb440a7fba12ec401eacee8c3,7e1f4fceb7a3cf6d
train_images/58.Aphis gossypii Glover/090.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,20228704,,,,,,
train_images/58.Aphis gossypii Glover/091.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/091.jpg,20191851,7360,4912,MPO,RGB,42385a3a542134101da39348ab7850480f6749307a66d4f9cbcf9ee20605545b,038727cbdf67323a
train_images/58.Aphis gossypii Glover/092.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/092.jpg,20302837,7360,4912,MPO,RGB,bbd27ba39a329aa92b12266fcca60ffb637ab8820a25d76457512103f60b0531,488c0c0d1d1d1b1c
train_images/58.Aphis gossypii Glover/093.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/093.jpg,20186768,7360,4912,MPO,RGB,ebde0ef45f67e4b08a04e9972b3112f61cc0182f47f3de4ac4ec405e82bb7f24,d899db991a36769a
train_images/58.Aphis gossypii Glover/094.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/094.jpg,20621446,7360,4912,MPO,RGB,99eeb41288f2ed64c22f951dab0e061117b2413748a5fe2ba2500a2731413ae5,6dcdcccccc1c1a9c
train_images/58.Aphis gossypii Glover/095.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/095.jpg,20208287,7360,4912,MPO,RGB,5bdee1291a44870e726b21924ff6e32055aa93f796c44695f87f42fa72950421,5e0e2e661e0323e7
train_images/58.Aphis gossypii Glover/096.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/096.jpg,46863,864,672,JPEG,RGB,8feecc27db2fecd1956612358907f3454911dafe3bf6bdedf79d5f29de82ed1f,d4d2f23238b8f5ae
train_images/58.Aphis gossypii Glover/097.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/097.jpg,20518685,7360,4912,MPO,RGB,f790ac63477e78ed65b29b26600242323ff25b5677b0bdc4eedc038fe300792e,4e51140c24b08c0c
train_images/58.Aphis gossypii Glover/098.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/098.jpg,18246056,7360,4912,MPO,RGB,a472ab15d5dc346d9f975ea86be544be0e95d0d93b394fbfdc1e986bdef927d8,cc5c392b2f2e9bae
train_images/58.Aphis gossypii Glover/099.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,19036299,,,,,,
train_images/58.Aphis gossypii Glover/100.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/100.jpg,19256521,7360,4912,MPO,RGB,0c1e1e18e85531c5052e71d7c1a3bd4f24c99b912d79ec1eee29c64c118e6e3f,f8e3c3d9c3c34c6e
train_images/58.Aphis gossypii Glover/101.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/101.jpg,19370350,7360,4912,MPO,RGB,6e39df99e2840a29d868135e58bd3020c91a0154a1c13d11c9529b0e65ac0591,f8e0c3dbc3c5cc6e
train_images/58.Aphis gossypii Glover/102.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/102.jpg,18837527,7360,4912,MPO,RGB,f56fd25b03bc8b2ce3a0c5dd7185ada0d7d9e25d3e2ac48152fed77044a37b5b,9b1b1214b4928f87
train_images/58.Aphis gossypii Glover/103.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/103.jpg,20496937,7360,4912,MPO,RGB,a5ca253ce78db1a6bca824052d7389956c5eef06b659935e0f351cc41cd78b99,5d596b9a932b3436
train_images/58.Aphis gossypii Glover/104.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,20266832,,,,,,
train_images/58.Aphis gossypii Glover/105.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,21352063,,,,,,
train_images/58.Aphis gossypii Glover/106.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,20540223,,,,,,
train_images/58.Aphis gossypii Glover/107.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/107.jpg,20378319,7360,4912,MPO,RGB,7836e39dbae8f7cff790873c1061d70c8c888ba3b942e14748f5e54b36b38d6a,5d98b2de9e1e4353
train_images/58.Aphis gossypii Glover/108.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/108.jpg,20836748,7360,4912,MPO,RGB,c37c10774f418528156d380f2c6da95c1c66194b621a5020d35fc71a48db3554,ac9c9c2ce3180000
train_images/58.Aphis gossypii Glover/109.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,20174259,,,,,,
train_images/58.Aphis gossypii Glover/110.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,20522888,,,,,,
train_images/58.Aphis gossypii Glover/111.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/111.jpg,19909900,7360,4912,MPO,RGB,53b9ffe0f18433839dba0b4d658231100a9d36dc547900c9ec81fe863865195c,191f1ece9c9c1044
train_images/58.Aphis gossypii Glover/112.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/112.jpg,20225687,7360,4912,MPO,RGB,beb6a8adfd1302d580bd2884c5a3fb10c3c2a98ccc6ed367d5d5d48157e0b6e9,1c3c1c4c501c2861
train_images/58.Aphis gossypii Glover/113.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,19663469,,,,,,
train_images/58.Aphis gossypii Glover/114.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,19733582,,,,,,
train_images/58.Aphis gossypii Glover/115.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/115.jpg,20018976,7360,4912,MPO,RGB,3ac702fa2b4eaddd41600fb8281202b60963a3865c97a0b2dd20443657e8978c,d1a5ab4a46938cae
train_images/58.Aphis gossypii Glover/116.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/116.jpg,103677,864,608,JPEG,RGB,4173e51272b9dbb5598336b8f8afffc3f90ecf7880f0494607cdb14f30f740ce,10e014d2b2696c0e
train_images/58.Aphis gossypii Glover/117.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/117.jpg,151570,1440,896,JPEG,RGB,de773d694c63b2bbc505965e75dc1580ef67f2370dcb29764bc7d67efdf2c964,fe4a6b23224bc84a
train_images/58.Aphis gossypii Glover/118.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,22130642,,,,,,
train_images/58.Aphis gossypii Glover/119.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/119.jpg,20742378,7360,4912,MPO,RGB,bb12417857e08ea0a94cea742408a132103e1721bee7ef05fc6f0cfc3bb04c3a,9c9cac4421954da4
train_images/58.Aphis gossypii Glover/120.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/120.jpg,20074953,7360,4912,MPO,RGB,6e6157737fa61f684e9b62dd21ede3f50b5eeb8e4cf92d00d0d6b6950d2178fd,5c94e475b1c96da7
train_images/58.Aphis gossypii Glover/121.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/121.jpg,20586863,7360,4912,MPO,RGB,b573e330fe4dc79fc89d35f19309ac268e8475918751860930e3bce72df86ae4,97cb5d6d2f3f9bdb
train_images/58.Aphis gossypii Glover/122.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/122.jpg,20480894,7360,4912,MPO,RGB,824585e5fc0d7cc27c0bdde46f1ebefee50e9240d6a73a76fe35cda8cabea37e,c9c923b5121a1a3a
train_images/58.Aphis gossypii Glover/123.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/123.jpg,20703230,7360,4912,MPO,RGB,fd6a8965ab62d3e86e3487624ca354fa7d509815a3a0ac6913aef1c5996dd898,c4652d949a0a1e3a
train_images/58.Aphis gossypii Glover/124.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/124.jpg,21840516,7360,4912,MPO,RGB,5de4212c126fbc1a99576fdc11f350494f3bd08f631cf2283442415b03b31adc,36761ef17f8e9c1d
train_images/58.Aphis gossypii Glover/125.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/125.jpg,372091,2272,1704,JPEG,RGB,592bb6dc6bc9d9663ecab4a2ba1776a6bd9ff43448cf74223dcdf0767e5a87ab,8121237279f95913
train_images/58.Aphis gossypii Glover/126.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/126.jpg,473371,2272,1704,JPEG,RGB,5153512accdb30ad36da72f154e7370a0f2f7edf0c689a5377bb814b26656582,8d3467e1c0636362
train_images/58.Aphis gossypii Glover/127.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/127.jpg,6369092,5616,3744,JPEG,RGB,b8667d9f1715b421dda269d70418ff058b7a001a06c30724972419bc420debcb,733187e6eb7f1b4f
train_images/58.Aphis gossypii Glover/128.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/128.jpg,6300196,5616,3744,JPEG,RGB,b14e77611538ae55981a40c115f850ab5482ade945c39efdf1f9ff734303ea92,8005f6d338be1e07
train_images/58.Aphis gossypii Glover/129.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,5589046,,,,,,
train_images/58.Aphis gossypii Glover/130.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/130.jpg,5614197,4368,2912,JPEG,RGB,073e4d3629fcbc812566962851eba6cd2458186e99ff6e28868284f471ddf643,9f0c07c129a1132b
train_images/58.Aphis gossypii Glover/131.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,5771477,,,,,,
train_images/58.Aphis gossypii Glover/132.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/132.jpg,160969,968,648,JPEG,RGB,569bdc66bda599d153280fbc4d5ba1a0a2ab6e1c0044c924aba413766074e483,1e70e28121b023c6
train_images/58.Aphis gossypii Glover/133.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/133.jpg,158336,968,648,JPEG,RGB,57bfe2d2badf3cb53015b0127852cab6694795ce70a77eb1124f5a0e8ab2bbf3,ba82236fdad0f066
train_images/58.Aphis gossypii Glover/134.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/134.jpg,162458,989,681,JPEG,RGB,32d5bb9eb0af71e7e393baf46bafab8d53ad64c6ae3b628831a42758ae1871e6,230b94e1a8a9a2a2
train_images/58.Aphis gossypii Glover/135.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/135.jpg,2321556,3872,2592,JPEG,RGB,6b55e01dec529adcc7646fce67a794a43ebaaebff4ff9deddc0a1bc0f3ef0764,3c1d2d930b46c6c5
train_images/58.Aphis gossypii Glover/136.jpg,train_images,58.Aphis gossypii Glover,9,蚜虫,candidate,,train_images/58.Aphis gossypii Glover/136.jpg,2311991,3872,2592,JPEG,RGB,96d38b7816ccc79338be15158f15de24fac0d5cf8bdae8d4aeb5fcc1cbcf54b7,342c0d914b43c645
val_images/57.Myzus persicae Sulzer/000.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/000.jpg,194368,1089,760,JPEG,RGB,b5f5f8fbd0b82f7c0311eb102d9deebc7430ac6835a8fb31b8906d4b19ec6d45,037c80123068d0b8
val_images/57.Myzus persicae Sulzer/001.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/001.jpg,1273263,2272,1704,JPEG,RGB,d3a267ba6c038c1660fadea4210437ee19707be88971d1d4ef8812d2e5b3307b,c0410317151f7ffe
val_images/57.Myzus persicae Sulzer/002.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/002.jpg,1371627,2272,1704,JPEG,RGB,4501c505e56847431665e03bf949df7a33c8811b85a360362b9aec9158504033,77676767771f3e1c
val_images/57.Myzus persicae Sulzer/003.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/003.jpg,1464564,2272,1704,JPEG,RGB,721c078818d83a684e5746dcc7312be2009176de088f6184a1d63325e5c61a66,65454d6533170f0f
val_images/57.Myzus persicae Sulzer/004.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/004.jpg,2572961,3008,2000,JPEG,RGB,a266e48226cc1fce78acf3d11103daa9f6165d4c751677f272747c86ec5fe976,e6c30373b32333b7
val_images/57.Myzus persicae Sulzer/005.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/005.jpg,3007869,3872,2592,JPEG,RGB,f61ac6ef11a21469b927d82be0c2f93ab93ede1aae13d548e80a8f7c4130710f,3e67cf574282c8c8
val_images/57.Myzus persicae Sulzer/006.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/006.jpg,3228707,3872,2592,JPEG,RGB,14789004f47237f7f887b79700436e3e7f13d9d17f5793e421ad427ee13600ca,fff7939bc9d9711f
val_images/57.Myzus persicae Sulzer/007.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,19712325,,,,,,
val_images/57.Myzus persicae Sulzer/008.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,20868124,,,,,,
val_images/57.Myzus persicae Sulzer/009.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,20978744,,,,,,
val_images/57.Myzus persicae Sulzer/010.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,20438012,,,,,,
val_images/57.Myzus persicae Sulzer/011.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,8819460,,,,,,
val_images/57.Myzus persicae Sulzer/012.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/012.jpg,19176612,7360,4912,MPO,RGB,102273f58040b98bd7ddcb226c0db95eec11bc07943c87f09c2870e109a9d9fb,73e3ec3c7ca6e76e
val_images/57.Myzus persicae Sulzer/013.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,18074487,,,,,,
val_images/57.Myzus persicae Sulzer/014.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/014.jpg,1222240,2272,1704,JPEG,RGB,be2a8e1bef8899be7e9c30b4bc5d9edf3480e32dbd45649175aa70f790b6c90f,87c799a4e1c073d8
val_images/57.Myzus persicae Sulzer/015.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/015.jpg,1297351,2272,1704,JPEG,RGB,481b9947dd3d451a4f59882362aebb45d0b1eb5b5ec71e28b4156a1dbc2a93b1,3630eac4e30f3f7d
val_images/57.Myzus persicae Sulzer/016.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/016.jpg,1270924,2272,1704,JPEG,RGB,4b58ac0010014ce337bf0ea4e27600764538932dbdd5f7e6bccfd48db191e008,a569ebe3b3676eec
val_images/57.Myzus persicae Sulzer/017.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/017.jpg,1323162,2272,1704,JPEG,RGB,cf34df70325cee043f19b55d8c0c9aee9d216cc4163ee61787a4ae3d14298a88,4891b163469966cc
val_images/57.Myzus persicae Sulzer/018.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/018.jpg,5844790,5616,3744,JPEG,RGB,56b52acabac5646b5b6c29f0099659e74786e574145bebbc6180fc4d7ed534ba,fb7f7d3edfc2e119
val_images/57.Myzus persicae Sulzer/019.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/019.jpg,5903491,5616,3744,JPEG,RGB,5185f0b9fd45cc830c4c10745c4c2fbde441cfadb1c5671bb878bda8c0a5e74f,de7d76bf371f86c1
val_images/57.Myzus persicae Sulzer/020.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/020.jpg,6354637,5616,3744,JPEG,RGB,cffec6536df6a228cddb974f7f9689c324d4032a224e87668145c65fe062a3c6,3e3f5e6d13ee0b24
val_images/57.Myzus persicae Sulzer/021.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/021.jpg,6400666,5616,3744,JPEG,RGB,1e1339626310a1b5365f22016f42514853e3aeac0bf3bdd5a85386241e0b1b0f,38361b2914171a0c
val_images/57.Myzus persicae Sulzer/022.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/022.jpg,144405,841,534,JPEG,RGB,52b6396a45e766339401e870d8d583a8fca77a6678cc8c0664bc7f644d239ba0,241c2ce9e72701c5
val_images/57.Myzus persicae Sulzer/023.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/57.Myzus persicae Sulzer/182.jpg,train_images/57.Myzus persicae Sulzer/182.jpg,530219,1984,1116,JPEG,RGB,a947999f34e4f14dc1dbade61f64487ebef4623b0799bd49205e56e5eebd699c,03896142319191f3
val_images/57.Myzus persicae Sulzer/024.jpg,val_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,val_images/57.Myzus persicae Sulzer/024.jpg,586816,1984,1116,JPEG,RGB,9e2c03987e9a0070dae881677922794860a030e32ed3df7d3b9555e3d3ff2072,d0b463c6d6c19999
